,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
183,HPDP11,Shoppings,"R$ 80,48",5.0,"R$ 0,50","0,63%","1,64%","2,84%","4,02%","0,55%","0,47%","0,33%","4,02%","1,48%","2,12%","-4,40%","R$ 279.695.516,53","R$ 96,15","0,84","0,42%","0,07%","0,49%","2,68%","1,80%",N/A,1
184,JFLL11,Residencial,"R$ 72,16",3397.0,"R$ 0,62","0,81%","2,57%","4,84%","0,00%","0,86%","0,81%","0,00%","8,22%","14,94%","15,87%","-16,43%","R$ 145.235.543,90","R$ 96,79","0,75","0,64%","0,03%","0,67%","5,44%","29,00%",N/A,2
185,RBRS11,Híbrido,"R$ 68,45",58.0,"R$ 0,42","0,65%","1,89%","3,65%","6,65%","0,63%","0,61%","0,55%","6,65%","-0,03%","0,62%","-25,35%","R$ 129.875.170,09","R$ 93,47","0,73","0,45%","3,29%","3,76%","0,93%",N/A,N/A,0
186,BCRI11,Títulos e Val. Mob.,"R$ 107,93",6738.0,"R$ 1,35","1,25%","3,40%","6,33%","12,79%","1,13%","1,05%","1,07%","12,79%","3,88%","5,18%","3,65%","R$ 661.660.412,69","R$ 105,73","1,02","1,09%","-0,15%","0,93%","11,89%",N/A,N/A,0
187,NVIF11B,Outros,N/A,N/A,"R$ 1,33","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 60.762.463,20","R$ 180,09",N/A,"0,74%","1,90%","2,66%","2,82%",N/A,N/A,0
188,VINO11,Lajes Corporativas,"R$ 54,57",46987.0,"R$ 0,50","0,88%","2,76%","5,58%","9,98%","0,92%","0,93%","0,83%","9,98%","2,13%","3,03%","-1,83%","R$ 735.371.783,06","R$ 58,02","0,94","0,95%","-0,43%","0,52%","4,04%","7,90%",N/A,9
189,VILG11,Logística,"R$ 98,47",35010.0,"R$ 0,70","0,66%","2,02%","3,75%","6,57%","0,67%","0,62%","0,55%","6,57%","19,64%","20,44%","-6,86%","R$ 1.703.601.538,03","R$ 113,59","0,87","0,56%","-0,18%","0,38%","4,99%","0,00%",N/A,16
190,PORD11,Títulos e Val. Mob.,"R$ 94,70",4696.0,"R$ 1,08","1,12%","3,33%","6,05%","11,32%","1,11%","1,01%","0,94%","11,32%","5,12%","6,31%","3,85%","R$ 369.263.819,76","R$ 99,04","0,96","1,12%","0,26%","1,38%","7,30%",N/A,N/A,0
191,XPCA11,Títulos e Val. Mob.,"R$ 9,68",38440.0,"R$ 0,08","0,83%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,83%","0,00%","0,83%","0,83%","R$ 135.385.795,52","R$ 9,61","1,01","0,52%","0,00%","0,52%","0,52%",N/A,N/A,0
192,HSRE11,Híbrido,"R$ 100,00",17.0,"R$ 0,87","0,88%","2,03%","3,72%","0,00%","0,68%","0,62%","0,00%","4,28%","1,54%","2,43%","5,42%","R$ 830.837.526,52","R$ 97,54","1,03","0,57%","0,30%","0,88%","5,77%","0,00%",N/A,29
193,HSLG11,Logística,"R$ 90,11",5205.0,"R$ 0,58","0,60%","2,01%","3,84%","7,05%","0,67%","0,64%","0,59%","7,05%","21,82%","22,55%","-9,45%","R$ 1.428.045.971,18","R$ 112,80","0,80","0,51%","0,13%","0,65%","12,86%","4,70%",N/A,5
194,HSAF11,Títulos e Val. Mob.,"R$ 92,80",5908.0,"R$ 1,00","1,06%","3,38%","6,24%","12,37%","1,13%","1,04%","1,03%","12,37%","5,98%","7,10%","13,88%","R$ 166.358.991,29","R$ 93,80","0,99","1,12%","-1,02%","0,09%","7,78%",N/A,N/A,0
195,IFIE11,Títulos e Val. Mob.,"R$ 71,98",1082.0,"R$ 0,55","0,75%","2,13%","4,04%","0,00%","0,71%","0,67%","0,00%","5,79%","0,62%","1,38%","-7,73%","R$ 67.074.422,19","R$ 74,49","0,97","0,68%","-6,27%","-5,63%","-12,90%",N/A,N/A,0
196,LUGG11,Residencial,"R$ 85,93",122.0,"R$ 0,57","0,65%","1,83%","3,42%","6,61%","0,61%","0,57%","0,55%","6,61%","4,44%","5,12%","-6,53%","R$ 112.403.356,09","R$ 124,89","0,69","0,41%","0,08%","0,49%","19,04%","2,00%",N/A,4
197,IDFI11,Híbrido,"R$ 102,00",11.0,"R$ 1,69","1,66%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","3,58%","0,00%","1,66%","3,61%","R$ 209.298.712,63","R$ 101,70","1,00","1,93%","-44,03%","-42,95%","-42,75%",N/A,N/A,0
198,RBCO11,Lajes Corporativas,"R$ 56,77",4183.0,"R$ 0,41","0,73%","2,36%","4,57%","8,40%","0,79%","0,76%","0,70%","8,40%","7,19%","7,98%","-28,07%","R$ 380.191.685,75","R$ 100,61","0,56","0,41%","-0,06%","0,35%","2,21%","42,00%","40,00%",4
199,QIRI11,Títulos e Val. Mob.,"R$ 91,57",2.0,"R$ 0,67","0,74%","2,08%","3,69%","7,84%","0,69%","0,62%","0,65%","7,84%","4,60%","5,37%","-2,54%","R$ 13.503.706,62","R$ 90,02","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
200,MFII11,Híbrido,"R$ 105,57",3133.0,"R$ 1,25","1,11%","3,39%","6,47%","11,20%","1,13%","1,08%","0,93%","11,20%","7,53%","8,73%","-5,66%","R$ 420.575.995,60","R$ 101,42","1,04","1,22%","-1,08%","0,13%","-3,15%",N/A,N/A,9
201,VCRR11,Residencial,"R$ 78,00",427.0,"R$ 0,67","0,85%","2,66%","0,00%","0,00%","0,89%","0,00%","0,00%","4,98%","13,13%","14,09%","-6,79%","R$ 196.132.238,25","R$ 98,07","0,80","0,68%","0,02%","0,70%","3,66%",N/A,N/A,0
202,FIIP11B,Logística,"R$ 166,70",225.0,"R$ 1,30","0,73%","2,26%","4,37%","7,96%","0,75%","0,73%","0,66%","7,96%","10,71%","11,52%","-6,47%","R$ 185.867.652,81","R$ 200,47","0,83","0,65%","0,06%","0,71%","11,92%","0,00%",N/A,7
203,PLRI11,Títulos e Val. Mob.,"R$ 38,49",113.0,"R$ 0,20","0,52%","1,37%","2,97%","6,23%","0,46%","0,50%","0,52%","6,23%","-2,53%","-2,02%","-12,58%","R$ 42.110.172,08","R$ 44,13","0,87","0,44%","-1,70%","-1,26%","-10,92%",N/A,N/A,0
204,RBHY11,Títulos e Val. Mob.,"R$ 101,53",4077.0,"R$ 1,98","1,94%","5,02%","7,66%","0,00%","1,67%","1,28%","0,00%","8,88%","1,49%","3,46%","8,59%","R$ 155.817.584,60","R$ 98,52","1,03","1,62%","0,06%","1,69%","5,42%",N/A,N/A,0
205,BBIM11,Títulos e Val. Mob.,N/A,N/A,"R$ 0,90","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 49.877.096,89","R$ 48,19",N/A,"3,11%","0,25%","3,37%","-14,61%",N/A,N/A,0
206,EDFO11B,Lajes Corporativas,"R$ 220,01",27.0,"R$ 1,52","0,71%","2,07%","3,67%","7,02%","0,69%","0,61%","0,58%","7,02%","-4,01%","-3,33%","-7,82%","R$ 50.111.495,65","R$ 212,34","1,04","0,81%","-0,93%","-0,13%","4,92%","7,10%",N/A,1
207,VTLT11,Logística,"R$ 92,00",1256.0,"R$ 0,75","0,78%","2,35%","4,62%","8,69%","0,78%","0,77%","0,72%","8,69%","3,72%","4,53%","-10,00%","R$ 216.435.904,71","R$ 102,33","0,90","0,73%","0,03%","0,76%","7,85%","0,00%","0,00%",1
208,GTWR11,Lajes Corporativas,"R$ 82,93",7420.0,"R$ 0,74","0,83%","2,62%","4,73%","8,52%","0,87%","0,79%","0,71%","8,52%","24,23%","25,26%","-10,18%","R$ 1.211.075.492,36","R$ 100,92","0,82","0,66%","0,02%","0,68%","6,23%","0,00%","0,00%",1
209,HREC11,Títulos e Val. Mob.,"R$ 97,99",26.0,"R$ 1,00","1,02%","2,92%","5,04%","9,45%","0,97%","0,84%","0,79%","9,45%","1,33%","2,36%","4,55%","R$ 268.066.448,77","R$ 94,19","1,04","1,11%","2,60%","3,75%","1,59%",N/A,N/A,0
210,KINP11,Residencial,"R$ 11,94",17.0,"R$ 0,18","1,35%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,35%","0,00%","1,35%","1,35%","R$ 54.227.212,11","R$ 7,59","1,57","3,78%","-4,50%","-0,89%","-9,93%",N/A,N/A,0
211,WPLZ11,Shoppings,"R$ 67,00",17.0,"R$ 0,37","0,52%","1,47%","1,61%","0,00%","0,49%","0,27%","0,00%","1,61%","10,74%","11,32%","7,98%","R$ 106.084.879,47","R$ 103,93","0,64","0,34%","0,25%","0,58%","1,55%","12,10%",N/A,1
212,PLCR11,Híbrido,"R$ 89,00",1734.0,"R$ 1,05","1,13%","3,35%","6,22%","11,55%","1,12%","1,04%","0,96%","11,55%","12,84%","14,11%","10,23%","R$ 195.407.902,15","R$ 92,65","0,96","1,08%","1,40%","2,50%","2,38%",N/A,N/A,0
213,BBFI11B,Lajes Corporativas,"R$ 2.265,00",121.0,"R$ 38,64","1,66%","4,13%","7,44%","14,29%","1,38%","1,24%","1,19%","14,29%","17,45%","19,40%","18,42%","R$ 330.558.622,04","R$ 2.542,76","0,89","1,02%","0,22%","1,24%","10,61%","40,44%",N/A,2
214,SARE11,Híbrido,"R$ 69,27",15877.0,"R$ 0,65","0,92%","2,71%","4,84%","8,62%","0,90%","0,81%","0,72%","8,62%","15,17%","16,23%","-19,02%","R$ 906.186.117,12","R$ 98,13","0,71","0,63%","-1,38%","-0,76%","3,04%","2,10%",N/A,3
215,RDPD11,Títulos e Val. Mob.,"R$ 53,02",175.0,"R$ 0,47","0,80%","2,44%","4,64%","8,23%","0,81%","0,77%","0,69%","8,23%","2,79%","3,62%","-25,10%","R$ 67.738.011,99","R$ 62,83","0,84","0,80%","-10,50%","-9,78%","-32,02%",N/A,N/A,0
216,SADI11,Títulos e Val. Mob.,"R$ 85,79",4593.0,"R$ 0,77","0,83%","2,15%","3,72%","5,39%","0,72%","0,62%","0,45%","5,39%","11,15%","12,07%","27,10%","R$ 319.808.921,34","R$ 100,56","0,85","0,59%","0,11%","0,69%","3,76%",N/A,N/A,0
217,MALL11,Shoppings,"R$ 95,04",14802.0,"R$ 0,65","0,67%","2,07%","3,78%","6,83%","0,69%","0,63%","0,57%","6,83%","15,24%","16,02%","-2,20%","R$ 782.933.433,25","R$ 103,56","0,92","0,60%","-0,25%","0,35%","2,77%","2,00%",N/A,7
218,HSML11,Shoppings,"R$ 78,60",23653.0,"R$ 0,52","0,64%","2,05%","3,90%","6,10%","0,68%","0,65%","0,51%","6,10%","16,41%","17,15%","-11,33%","R$ 1.501.075.388,34","R$ 95,12","0,83","0,55%","-0,08%","0,47%","1,07%","4,80%",N/A,5
219,KNRI11,Híbrido,"R$ 134,48",36326.0,"R$ 0,88","0,62%","1,79%","3,32%","6,08%","0,60%","0,55%","0,51%","6,08%","11,18%","11,87%","-5,66%","R$ 3.797.979.053,02","R$ 157,22","0,86","0,49%","0,39%","0,88%","2,89%","3,27%","7,87%",20
220,KNRI11,Híbrido,"R$ 134,48",36326.0,"R$ 0,88","0,62%","1,79%","3,32%","6,08%","0,60%","0,55%","0,51%","6,08%","11,18%","11,87%","-5,66%","R$ 3.797.979.053,02","R$ 157,22","0,86","0,49%","0,39%","0,88%","2,89%","3,19%","7,69%",20
221,XPLG11,Logística,"R$ 96,06",57288.0,"R$ 0,64","0,63%","1,98%","3,74%","6,84%","0,66%","0,62%","0,57%","6,84%","12,74%","13,44%","-9,62%","R$ 2.869.525.443,04","R$ 105,88","0,91","0,60%","-3,33%","-2,74%","2,40%","9,80%","1,20%",13
222,RZAG11,Títulos e Val. Mob.,"R$ 9,85",137973.0,"R$ 0,08","0,85%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,85%","0,00%","0,85%","0,85%","R$ 288.959.863,82","R$ 9,52","1,03","0,74%","-0,29%","0,44%","0,44%",N/A,N/A,0
223,MXRF11,Híbrido,"R$ 9,97",600169.0,"R$ 0,09","0,90%","2,60%","4,87%","9,24%","0,87%","0,81%","0,77%","9,24%","0,30%","1,20%","3,34%","R$ 2.281.190.098,57","R$ 10,09","0,99","0,79%","0,72%","1,52%","8,90%",N/A,N/A,0
224,XPPR11,Outros,"R$ 64,67",18558.0,"R$ 0,55","0,81%","2,60%","5,00%","9,17%","0,87%","0,83%","0,76%","9,17%","14,17%","15,10%","-8,25%","R$ 606.024.273,34","R$ 82,83","0,78","0,66%","-0,77%","-0,11%","-0,01%","47,00%",N/A,4
225,SPVJ11,Outros,N/A,N/A,"R$ 0,67","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 680.084.152,76","R$ 107,74",N/A,"0,57%","0,01%","0,58%","5,72%",N/A,N/A,0
226,BPFF11,Títulos e Val. Mob.,"R$ 67,66",3506.0,"R$ 0,60","0,84%","2,72%","4,98%","9,35%","0,91%","0,83%","0,78%","9,35%","17,36%","18,34%","-2,05%","R$ 335.966.388,93","R$ 74,79","0,90","0,80%","-3,29%","-2,52%","-4,87%",N/A,N/A,0
227,LASC11,Shoppings,"R$ 89,98",1.0,"R$ 0,58","0,64%","1,76%","3,55%","5,99%","0,59%","0,59%","0,50%","5,99%","-0,01%","0,63%","-3,50%","R$ 258.335.882,98","R$ 102,59","0,88","0,52%","0,08%","0,60%","3,80%","3,30%",N/A,3
228,JPPA11,Títulos e Val. Mob.,"R$ 98,60",264.0,"R$ 1,40","1,42%","3,81%","6,75%","12,57%","1,27%","1,12%","1,05%","12,57%","2,32%","3,77%","12,16%","R$ 62.379.501,16","R$ 103,28","0,95","1,16%","0,87%","2,04%","7,20%",N/A,N/A,0
229,HOSI11,Híbrido,"R$ 73,89",26.0,"R$ 0,55","0,75%","2,14%","3,84%","7,92%","0,71%","0,64%","0,66%","7,92%","-1,32%","-0,58%","-7,43%","R$ 52.954.421,98","R$ 92,34","0,80","0,60%","0,04%","0,63%","5,52%",N/A,N/A,2
230,HCHG11,Outros,"R$ 88,50",741.0,"R$ 0,80","0,91%","2,52%","0,00%","0,00%","0,84%","0,00%","0,00%","3,71%","-2,22%","-1,33%","-2,73%","R$ 113.144.786,36","R$ 94,29","0,94","0,80%","2,23%","3,04%","0,55%",N/A,N/A,0
231,HBRH11,Híbrido,"R$ 89,54",1113.0,"R$ 0,93","1,04%","3,36%","5,48%","0,00%","1,12%","0,91%","0,00%","8,21%","9,38%","10,52%","-2,98%","R$ 295.750.933,66","R$ 106,68","0,84","1,20%","-19,02%","-18,05%","4,62%",N/A,N/A,3
232,HABT11,Títulos e Val. Mob.,"R$ 106,80",19483.0,"R$ 1,30","1,18%","3,80%","7,55%","15,31%","1,27%","1,26%","1,28%","15,31%","-0,71%","0,46%","2,36%","R$ 721.617.991,70","R$ 97,22","1,10","1,54%","1,29%","2,85%","11,72%",N/A,N/A,0
233,SHPH11,Shoppings,"R$ 800,00",128.0,"R$ 3,90","0,49%","1,38%","2,37%","4,60%","0,46%","0,40%","0,38%","3,65%","-3,42%","-2,94%","-0,64%","R$ 540.921.773,38","R$ 888,29","0,90","0,35%","7,72%","8,09%","10,80%","9,80%",N/A,1
234,ABCP11,Shoppings,"R$ 72,28",1452.0,"R$ 0,58","0,83%","2,43%","4,32%","6,89%","0,81%","0,72%","0,57%","6,89%","14,10%","15,05%","-3,81%","R$ 1.119.462.962,71","R$ 91,73","0,79","0,61%","3,39%","4,02%","8,90%","8,20%",N/A,1
235,NEWL11,Híbrido,"R$ 101,99",2043.0,"R$ 1,30","1,31%","2,93%","5,13%","10,44%","0,98%","0,85%","0,87%","10,44%","7,32%","8,73%","3,62%","R$ 236.492.766,03","R$ 116,32","0,88","0,64%","-0,17%","0,47%","8,73%","0,00%",N/A,2
236,SDIL11,Logística,"R$ 85,59",8505.0,"R$ 0,76","0,83%","2,62%","4,78%","8,38%","0,87%","0,80%","0,70%","8,38%","6,69%","7,58%","-4,95%","R$ 622.149.687,44","R$ 97,29","0,88","0,78%","-0,89%","-0,12%","-1,23%","7,40%",N/A,5
237,RBED11,Outros,"R$ 118,73",2060.0,"R$ 1,06","0,83%","2,51%","4,75%","8,95%","0,84%","0,79%","0,75%","8,95%","4,72%","5,58%","-8,93%","R$ 286.286.590,21","R$ 141,61","0,84","0,75%","0,05%","0,80%","1,52%","0,00%",N/A,5
238,PLOG11,Logística,"R$ 75,34",188.0,"R$ 0,76","0,97%","2,87%","5,42%","0,00%","0,96%","0,90%","0,00%","7,59%","9,79%","10,85%","-12,65%","R$ 71.489.581,79","R$ 95,32","0,79","0,76%","-0,10%","0,65%","5,15%","0,00%",N/A,1
239,RBVA11,Outros,"R$ 97,51",6114.0,"R$ 0,91","0,89%","2,80%","5,11%","10,13%","0,93%","0,85%","0,84%","10,13%","4,60%","5,53%","-0,30%","R$ 1.215.325.229,44","R$ 104,88","0,93","0,87%","-7,63%","-6,83%","-3,24%","0,70%",N/A,72
240,NVHO11,Hospital,"R$ 11,84",574.0,"R$ 0,08","0,65%","1,97%","3,69%","6,37%","0,66%","0,61%","0,53%","6,37%","3,03%","3,70%","-40,47%","R$ 514.862.669,24","R$ 12,41","0,95","0,62%","0,04%","0,66%","5,65%",N/A,N/A,1
241,VIUR11,Títulos e Val. Mob.,"R$ 78,49",2808.0,"R$ 0,71","0,91%","2,65%","4,91%","0,00%","0,88%","0,82%","0,00%","5,62%","7,59%","8,57%","-17,51%","R$ 255.916.293,24","R$ 94,97","0,83","0,72%","-0,55%","0,16%","1,71%","0,00%",N/A,6
242,VISC11,Shoppings,"R$ 101,80",19985.0,"R$ 0,81","0,78%","2,04%","3,59%","5,69%","0,68%","0,60%","0,47%","5,69%","8,36%","9,20%","-6,23%","R$ 2.058.292.486,22","R$ 116,31","0,88","0,52%","-0,16%","0,37%","1,08%","7,70%",N/A,15
243,AIEC11,Lajes Corporativas,"R$ 74,60",7582.0,"R$ 0,61","0,83%","2,54%","4,75%","8,57%","0,85%","0,79%","0,71%","8,57%","6,82%","7,70%","-14,38%","R$ 486.481.248,48","R$ 100,83","0,74","0,61%","0,17%","0,77%","5,50%","0,00%",N/A,2
244,PATC11,Lajes Corporativas,"R$ 64,75",11347.0,"R$ 0,30","0,46%","1,41%","2,83%","5,37%","0,47%","0,47%","0,45%","5,37%","3,21%","3,69%","-18,83%","R$ 296.481.658,24","R$ 85,26","0,76","0,35%","-0,90%","-0,55%","2,12%","21,90%","23,00%",6
245,VIFI11,Títulos e Val. Mob.,"R$ 75,40",16591.0,"R$ 0,66","0,86%","2,56%","4,89%","8,98%","0,85%","0,82%","0,75%","8,98%","3,09%","3,98%","-10,75%","R$ 240.665.086,50","R$ 85,57","0,88","0,74%","-4,70%","-4,00%","-9,52%",N/A,N/A,0
246,BCIA11,Títulos e Val. Mob.,"R$ 85,85",3152.0,"R$ 0,64","0,74%","2,32%","4,44%","8,18%","0,77%","0,74%","0,68%","8,18%","7,19%","7,99%","-17,67%","R$ 365.351.694,07","R$ 98,24","0,87","0,65%","-4,03%","-3,41%","-8,69%",N/A,N/A,0
247,FPAB11,Lajes Corporativas,"R$ 210,99",34.0,"R$ 1,45","0,69%","1,92%","3,45%","6,18%","0,64%","0,57%","0,52%","6,18%","2,02%","2,73%","-24,25%","R$ 336.222.259,22","R$ 448,30","0,47","0,29%","0,02%","0,31%","2,41%","38,34%",N/A,1
248,XPSF11,Outros,"R$ 78,46",7222.0,"R$ 0,70","0,85%","2,72%","5,14%","9,94%","0,91%","0,86%","0,83%","9,94%","16,21%","17,20%","-5,32%","R$ 365.313.274,13","R$ 84,36","0,93","0,83%","-4,44%","-3,64%","-7,02%",N/A,N/A,0
249,EURO11,Logística,"R$ 201,89",363.0,"R$ 1,72","0,83%","2,39%","4,57%","8,43%","0,80%","0,76%","0,70%","8,43%","6,95%","7,83%","3,77%","R$ 109.006.380,05","R$ 283,92","0,71","0,56%","-0,02%","0,55%","4,87%","0,00%",N/A,6
250,IFID11,Títulos e Val. Mob.,"R$ 80,06",350.0,"R$ 1,00","1,20%","3,40%","6,32%","0,00%","1,13%","1,05%","0,00%","9,58%","4,94%","6,20%","-8,21%","R$ 64.706.018,41","R$ 86,49","0,93","1,06%","-2,23%","-1,19%","-0,45%",N/A,N/A,0
251,BICR11,Títulos e Val. Mob.,"R$ 90,00",25.0,"R$ 0,56","0,59%","1,82%","3,17%","4,94%","0,61%","0,53%","0,41%","4,94%","0,00%","0,59%","-0,49%","R$ 49.460.303,63","R$ 98,92","0,91","0,67%","0,41%","1,08%","3,73%",N/A,N/A,0
252,STRX11,Híbrido,N/A,N/A,"R$ 0,72","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 296.599.177,07","R$ 183,82",N/A,"0,37%","0,44%","0,81%","-98,91%",N/A,N/A,0
253,KISU11,Títulos e Val. Mob.,"R$ 8,05",73135.0,"R$ 0,07","0,87%","2,46%","4,49%","8,12%","0,82%","0,75%","0,68%","8,12%","7,58%","8,51%","-19,25%","R$ 379.670.432,78","R$ 8,59","0,94","0,70%","-4,50%","-3,83%","-90,64%",N/A,N/A,0
254,LGCP11,Logística,"R$ 82,04",1242.0,"R$ 0,59","0,67%","2,07%","3,92%","7,29%","0,69%","0,65%","0,61%","7,29%","8,68%","9,41%","-3,96%","R$ 270.529.065,22","R$ 98,99","0,83","0,59%","0,04%","0,62%","5,88%","1,60%",N/A,5
255,BBFO11,Títulos e Val. Mob.,"R$ 74,93",5457.0,"R$ 0,68","0,87%","2,68%","4,93%","0,00%","0,89%","0,82%","0,00%","8,14%","10,44%","11,40%","-9,96%","R$ 328.799.376,09","R$ 82,12","0,91","0,82%","-4,56%","-3,78%","-8,69%",N/A,N/A,0
256,TEPP11,Lajes Corporativas,"R$ 72,80",2645.0,"R$ 0,51","0,68%","2,09%","3,82%","7,05%","0,70%","0,64%","0,59%","7,05%","13,99%","14,76%","-10,77%","R$ 396.715.750,88","R$ 93,96","0,77","0,51%","-0,16%","0,35%","4,11%","10,24%","10,28%",5
257,RFOF11,Títulos e Val. Mob.,"R$ 73,90",988.0,"R$ 0,64","0,85%","2,59%","4,96%","9,38%","0,86%","0,83%","0,78%","9,38%","9,27%","10,21%","-8,57%","R$ 85.709.079,16","R$ 79,50","0,93","0,79%","-5,09%","-4,34%","-9,88%",N/A,N/A,0
258,RRCI11,Títulos e Val. Mob.,"R$ 83,29",3883.0,"R$ 1,02","1,21%","3,50%","6,40%","0,00%","1,17%","1,07%","0,00%","10,28%","7,32%","8,62%","5,38%","R$ 46.898.463,85","R$ 97,35","0,86","0,95%","-0,08%","0,86%","8,88%",N/A,N/A,0
259,GALG11,Híbrido,"R$ 100,38",2734.0,"R$ 0,84","0,82%","2,48%","4,86%","9,38%","0,83%","0,81%","0,78%","9,38%","2,94%","3,78%","1,80%","R$ 576.127.116,17","R$ 102,64","0,98","0,82%","-0,48%","0,34%","28,40%","0,00%","0,00%",6
260,RBGS11,Shoppings,"R$ 28,45",5157.0,"R$ 0,18","0,62%","1,59%","2,73%","5,12%","0,53%","0,46%","0,43%","5,12%","-1,90%","-1,29%","-28,71%","R$ 97.865.283,71","R$ 90,78","0,31","0,18%","0,00%","0,18%","1,17%","13,00%",N/A,1
261,BTWR11,Lajes Corporativas,"R$ 106,40",13539.0,"R$ 0,49","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,14%","R$ 87.703.705,42","R$ 108,37","0,98","0,29%","0,01%","0,30%","3,12%","13,00%",N/A,1
262,VLOL11,Lajes Corporativas,"R$ 93,50",1275.0,"R$ 0,53","0,56%","1,56%","2,98%","5,49%","0,52%","0,50%","0,46%","5,49%","-3,14%","-2,60%","-2,58%","R$ 173.463.499,10","R$ 97,19","0,96","0,51%","0,12%","0,63%","4,04%","0,00%",N/A,1
263,BNFS11,Outros,"R$ 126,00",230.0,"R$ 1,27","1,00%","3,16%","5,78%","10,84%","1,05%","0,96%","0,90%","10,84%","4,85%","5,90%","11,54%","R$ 72.837.554,95","R$ 104,05","1,21","1,30%","0,03%","1,33%","9,02%","0,00%",N/A,18
264,RBHG11,Títulos e Val. Mob.,"R$ 86,59",4621.0,"R$ 1,44","1,68%","4,31%","6,97%","11,89%","1,44%","1,16%","0,99%","11,89%","3,06%","4,79%","16,49%","R$ 165.659.847,45","R$ 95,89","0,90","1,15%","-0,19%","0,95%","5,44%",N/A,N/A,0
265,CXCE11B,Outros,"R$ 44,80",786.0,"R$ 0,37","0,82%","2,31%","6,60%","12,74%","0,77%","1,10%","1,06%","12,74%","15,28%","16,22%","-49,63%","R$ 139.351.762,82","R$ 81,35","0,55","0,44%","0,08%","0,53%","10,69%","0,00%",N/A,1
266,MFAI11,Híbrido,"R$ 73,17",265.0,"R$ 1,06","1,44%","3,14%","5,41%","10,04%","1,05%","0,90%","0,84%","10,04%","13,08%","14,70%","-30,62%","R$ 23.348.175,37","R$ 77,01","0,95","0,68%","-3,59%","-2,94%","-14,33%",N/A,N/A,0
267,RBVO11,Outros,"R$ 12,77",103.0,"R$ 0,05","0,42%","0,91%","2,03%","3,46%","0,30%","0,34%","0,29%","2,77%","-16,87%","-16,53%","-14,64%","R$ 11.801.271,94","R$ 22,88","0,56","0,15%","1,87%","2,03%","8,49%",N/A,N/A,0
268,CXTL11,Logística,"R$ 297,10",2.0,"R$ 0,75","0,25%","0,66%","1,28%","0,00%","0,22%","0,21%","0,00%","4,38%","-7,66%","-7,42%","3,06%","R$ 33.753.190,43","R$ 629,76","0,47","0,10%","-0,42%","-0,32%","-10,79%","61,00%",N/A,3
269,BBRC11,Outros,"R$ 99,67",1339.0,"R$ 0,92","0,84%","2,76%","5,08%","9,69%","0,92%","0,85%","0,81%","9,69%","22,32%","23,34%","-4,55%","R$ 181.477.841,92","R$ 114,14","0,87","0,81%","0,44%","1,25%","8,66%","5,40%","2,10%",20
